x,y,type
127,50,3
131,50,3
126,48,3
129,55,3
88,121,2
118,57,3
97,42,3
44,14,0
79,100,2
105,93,1
133,48,3
129,54,3
63,69,2
70,74,2
62,70,2
104,116,1
141,51,3
60,86,2
122,57,3
87,110,2
81,36,0
115,47,3
137,53,3
130,59,3
61,74,2
63,69,2
114,118,1
125,47,3
115,103,1
118,42,3
118,46,3
115,47,3
69,66,2
113,51,3
143,53,3
127,55,3
147,60,3
86,75,2
71,78,2
108,47,3
71,57,2
118,48,3
125,59,3
179,47,5
118,51,3
90,40,3
112,53,3
139,52,3
122,52,3
53,87,2
121,51,3
122,41,3
81,79,2
128,51,3
132,55,3
71,94,2
77,105,2
71,65,2
114,52,3
72,58,2
69,70,2
79,93,2
65,75,2
68,87,2
112,43,3
124,55,3
128,45,3
112,51,3
73,89,2
134,46,3
140,52,3
82,78,2
145,44,3
132,62,3
127,51,3
102,99,1
52,17,0
129,60,3
109,55,3
63,66,2
123,54,3
123,51,3
69,81,2
116,45,3
123,55,3
126,55,3
104,54,3
125,46,3
127,46,3
124,55,3
55,60,2
73,77,2
56,65,2
116,52,3
115,55,3
65,76,2
132,51,3
134,55,3
117,55,3
169,44,5
127,55,3
67,83,2
108,42,3
121,45,3
74,79,2
73,77,2
72,65,2
76,89,2
130,54,3
112,55,3
73,68,2
114,49,3
169,36,5
134,55,3
62,64,2
83,104,2
131,44,3
106,37,3
132,48,3
66,70,2
120,52,3
60,61,2
134,44,3
53,62,2
120,45,3
72,39,0
142,49,3
131,49,3
118,50,3
112,122,1
112,109,1
114,56,3
58,79,2
112,43,3
101,47,3
130,50,3
114,116,1
73,70,2
136,54,3
135,45,3
103,47,3
123,54,3
53,76,2
127,53,3
92,43,3
115,37,3
139,48,3
131,53,3
119,45,3
131,53,3
114,44,3
122,60,3
70,34,0
67,70,2
95,50,3
135,55,3
65,68,2
122,53,3
115,41,3
76,90,2
142,46,3
112,47,3
66,69,2
119,53,3
60,78,2
124,49,3
120,55,3
114,115,1
107,47,3
68,82,2
104,109,1
132,46,3
66,73,2
100,55,3
60,84,2
110,42,3
113,50,3
138,52,3
72,76,2
140,52,3
145,50,3
66,73,2
132,50,3
100,111,1
36,13,0
123,48,3
112,105,1
126,50,3
121,52,3
43,24,0
124,50,3
80,116,2
104,52,3
115,46,3
119,55,3
122,42,3
126,58,3
113,43,3
117,51,3
153,44,3
124,42,3
125,54,3
161,45,5
137,58,3
123,55,3
74,73,2
117,53,3
107,40,3
104,96,1
67,93,2
134,51,3
145,49,3
70,98,2
56,32,0
103,50,3
70,68,2
85,91,2
126,55,3
120,52,3
119,48,3
108,46,3
84,66,2
116,56,3
128,52,3
118,50,3
129,51,3
129,50,3
56,66,2
62,67,2
76,74,2
125,52,3
122,47,3
72,81,2
131,59,3
52,69,2
113,93,1
169,52,5
105,46,3
117,52,3
103,43,3
108,101,1
129,44,3
140,51,3
119,44,3
107,96,1
126,57,3
122,39,3
80,41,0
123,48,3
124,53,3
106,121,1
117,49,3
135,45,3
73,79,2
170,45,5
144,51,3
129,49,3
121,50,3
131,47,3
120,54,3
122,48,3
117,50,3
130,45,3
72,69,2
69,70,2
61,72,2
126,50,3
108,54,3
32,16,0
65,63,2
106,49,3
55,74,2
119,46,3
141,48,3
116,42,3
126,52,3
104,111,1
122,41,3
98,44,3
118,54,3
119,60,3
125,59,3
126,49,3
162,40,5
144,47,3
21,2,0
128,44,3
122,51,3
139,54,3
102,149,6
118,51,3
158,38,5
142,56,3
76,101,2
151,57,3
120,53,3
63,72,2
36,13,0
103,41,3
110,48,3
125,49,3
110,95,1
128,53,3
72,93,2
111,48,3
95,55,3
133,50,3
61,67,2
101,46,3
130,50,3
166,46,5
76,44,0
83,91,2
78,86,2
74,68,2
65,66,2
108,36,3
116,44,3
72,78,2
122,48,3
121,55,3
75,42,0
126,53,3
98,49,3
127,57,3
72,80,2
183,43,5
79,96,2
124,45,3
127,56,3
127,56,3
60,87,2
103,46,3
169,41,5
132,61,3
139,46,3
112,108,1
131,52,3
52,64,2
123,51,3
118,53,3
139,54,3
109,43,3
125,50,3
115,53,3
160,47,5
115,45,3
152,48,3
161,41,5
115,112,1
139,52,3
72,82,2
118,50,3
69,75,2
105,75,1
73,67,2
122,46,3
107,49,3
127,54,3
147,50,3
109,92,1
126,51,3
166,43,5
114,49,3
70,78,2
113,51,3
133,45,3
62,70,2
143,56,3
112,54,3
134,50,3
127,40,3
99,48,3
68,74,2
126,50,3
114,51,3
77,78,2
81,39,0
108,34,3
75,87,2
77,85,2
126,57,3
110,106,1
114,48,3
75,110,2
50,14,0
144,50,3
122,44,3
59,58,2
142,46,3
82,33,0
106,114,1
115,52,3
78,90,2
100,110,1
102,51,3
135,49,3
135,51,3
66,67,2
60,0,0
127,55,3
124,50,3
101,48,3
111,45,3
110,133,1
61,85,2
102,101,1
115,41,3
123,51,3
131,53,3
157,42,5
132,50,3
44,16,0
112,54,3
100,100,1
133,63,3
120,53,3
60,90,2
103,42,3
133,44,3
115,40,3
119,52,3
77,46,0
114,50,3
129,48,3
107,51,3
164,47,5
136,48,3
82,49,0
72,65,2
168,44,5
131,48,3
127,55,3
103,48,3
128,59,3
52,34,0
142,58,3
71,92,2
113,52,3
119,49,3
108,61,3
57,67,2
118,56,3
114,107,1
65,79,2
132,40,3
110,53,3
113,59,3
144,49,3
121,51,3
122,57,3
121,55,3
123,55,3
107,46,3
126,55,3
131,51,3
71,64,2
60,66,2
175,45,5
124,47,3
97,38,3
110,92,1
63,68,2
115,49,3
42,23,0
132,53,3
143,43,3
71,85,2
108,46,3
158,48,5
120,55,3
59,34,0
109,45,3
124,47,3
98,77,1
118,48,3
136,37,3
65,61,2
54,62,2
115,39,3
134,46,3
187,46,5
118,117,1
138,53,3
111,58,3
65,71,2
120,50,3
75,76,2
113,51,3
74,74,2
109,49,3
113,44,3
120,96,1
133,53,3
128,48,3
49,64,2
116,50,3
120,42,3
71,89,2
81,89,2
106,44,3
118,46,3
115,57,3
115,53,3
128,51,3
167,39,5
134,48,3
123,63,3
64,1,0
55,13,0
112,49,3
126,51,3
115,113,1
121,45,3
118,130,1
127,51,3
72,89,2
117,48,3
132,48,3
119,41,3
130,56,3
84,92,2
113,94,1
103,43,3
126,50,3
94,88,1
124,50,3
108,50,3
114,41,3
77,81,2
106,125,1
120,53,3
84,104,2
171,21,0
100,65,3
114,53,3
124,54,3
120,48,3
128,53,3
131,44,3
120,58,3
127,54,3
102,42,3
58,28,0
124,84,0
123,50,3
93,123,2
74,76,2
129,56,3
130,50,3
98,45,3
72,84,2
124,52,3
64,86,2
155,46,3
62,67,2
64,66,2
156,47,3
125,59,3
85,95,2
128,51,3
133,49,3
65,63,2
172,47,5
125,46,3
101,105,1
60,69,2
131,55,3
122,49,3
111,122,1
117,51,3
71,72,2
141,31,3
127,54,3
106,98,1
71,58,2
135,40,3
103,36,3
64,69,2
118,47,3
124,51,3
96,45,3
125,54,3
126,56,3
129,49,3
92,107,2
137,39,3
66,66,2
121,52,3
136,45,3
123,51,3
118,41,3
65,60,2
135,47,3
129,48,3
132,55,3
130,44,3
126,56,3
97,103,1
150,122,0
72,90,2
61,73,2
99,50,3
128,55,3
130,46,3
124,50,3
106,49,3
85,110,2
111,110,1
120,43,3
179,45,5
121,45,3
125,56,3
113,36,3
66,60,2
104,108,1
134,50,3
133,50,3
66,84,2
100,117,1
110,43,3
132,53,3
107,47,3
101,41,3
72,89,2
112,52,3
182,38,5
71,68,2
132,56,3
99,112,1
127,55,3
118,59,3
72,72,2
132,49,3
86,97,2
168,43,5
115,67,3
108,118,1
124,49,3
126,37,3
126,53,3
132,47,3
60,59,2
73,78,2
118,49,3
123,44,3
130,58,3
123,59,3
74,97,2
70,78,2
126,53,3
143,47,3
84,112,2
57,71,2
180,53,5
127,44,3
115,56,3
110,54,3
122,46,3
55,13,0
113,46,3
165,46,5
60,59,2
122,52,3
68,85,2
75,41,0
122,51,3
82,78,2
122,55,3
135,88,0
111,123,1
70,83,2
112,105,1
133,45,3
110,51,3
101,95,1
138,47,3
111,36,3
50,55,2
101,98,1
71,86,2
68,89,2
111,47,3
115,44,3
111,84,1
126,51,3
118,47,3
110,46,3
104,56,3
78,69,2
127,55,3
70,76,2
117,49,3
131,49,3
122,39,3
128,46,3
116,54,3
84,66,2
116,55,3
130,47,3
124,51,3
65,86,2
134,49,3
118,49,3
107,110,1
107,50,3
120,48,3
124,51,3
111,48,3
125,51,3
111,105,1
121,53,3
67,65,2
121,44,3
119,57,3
96,105,1
132,52,3
68,85,2
124,51,3
108,52,3
72,62,2
116,43,3
124,52,3
122,49,3
60,60,2
114,95,1
134,57,3
68,76,2
116,42,3
119,53,3
82,78,2
136,45,3
128,53,3
106,48,3
127,51,3
130,56,3
106,53,3
124,47,3
122,39,3
60,70,2
130,50,3
134,53,3
108,43,3
128,56,3
56,76,2
102,54,3
59,82,2
135,50,3
67,67,2
130,8,0
126,52,3
134,39,3
113,48,3
147,55,3
153,54,3
127,43,3
116,122,1
71,48,0
78,82,2
114,98,1
127,52,3
117,45,3
116,48,3
114,77,3
100,48,3
65,94,2
109,46,3
132,48,3
129,43,3
66,58,2
147,58,3
109,49,3
113,44,3
106,39,3
113,46,3
64,76,2
72,69,2
109,50,3
120,57,3
113,51,3
133,54,3
109,41,3
52,12,0
119,39,3
117,104,1
117,50,3
69,67,2
121,56,3
104,110,1
82,88,2
79,41,0
119,50,3
173,51,5
135,53,3
107,104,1
129,59,3
121,47,3
156,39,5
76,88,2
152,50,3
122,52,3
71,82,2
72,38,0
113,54,3
129,44,3
137,52,3
134,52,3
112,51,3
122,48,3
137,52,3
105,103,1
128,47,3
109,50,3
139,46,3
75,81,2
130,57,3
113,51,3
136,52,3
114,106,1
127,60,3
112,51,3
108,85,1
135,55,3
131,54,3
138,57,3
120,57,3
165,46,5
81,74,2
139,48,3
126,59,3
114,48,3
114,47,3
69,70,2
67,59,2
59,58,2
76,105,2
80,94,2
74,91,2
139,51,3
123,53,3
128,53,3
149,47,3
86,89,2
132,49,3
130,48,3
110,51,3
126,50,3
118,52,3
143,49,3
97,99,1
117,50,3
69,71,2
44,4,0
117,49,3
126,52,3
120,55,3
105,48,3
113,54,3
123,43,3
103,119,1
122,50,3
134,51,3
123,46,3
118,41,3
121,41,3
122,51,3
117,54,3
117,104,1
111,49,3
128,57,3
128,42,3
108,93,1
122,51,3
108,54,3
132,56,3
119,56,3
78,83,2
198,41,5
82,45,0
139,54,3
134,46,3
109,129,1
197,11,0
127,44,3
123,57,3
71,62,2
133,45,3
133,46,3
117,52,3
133,46,3
109,44,3
126,59,3
126,42,3
74,90,2
103,109,1
149,52,3
117,50,3
107,50,3
73,71,2
73,77,2
83,111,2
114,55,3
120,45,3
122,52,3
73,71,2
116,45,3
136,53,3
128,59,3
72,92,2
38,18,0
109,52,3
118,57,3
131,51,3
86,98,2
73,81,2
132,42,3
129,45,3
79,83,2
128,36,3
134,47,3
122,47,3
138,41,3
141,55,3
64,94,2
136,49,3
144,44,3
125,50,3
123,52,3
111,54,3
123,46,3
131,52,3
134,47,3
61,77,2
125,40,3
108,40,3
114,42,3
75,92,2
137,45,3
126,50,3
121,48,3
111,103,1
65,68,2
120,51,3
134,54,3
131,47,3
122,51,3
38,16,0
121,56,3
74,77,2
118,46,3
99,47,3
110,46,3
69,69,2
108,102,1
129,45,3
98,91,1
126,53,3
114,43,3
131,48,3
117,40,3
68,88,2
127,48,3
120,47,3
111,52,3
131,55,3
122,55,3
126,48,3
104,51,3
116,52,3
124,51,3
116,39,3
115,51,3
74,63,2
52,77,2
62,22,0
124,46,3
137,54,3
96,43,3
65,83,2
126,57,3
132,57,3
109,40,3
136,44,3
109,47,3
114,206,9
146,56,3
66,74,2
137,52,3
127,53,3
122,45,3
86,104,2
111,44,3
109,114,1
119,120,1
147,47,3
129,233,14
129,56,3
125,41,3
103,112,1
129,50,3
116,55,3
152,68,3
115,43,3
126,63,3
118,45,3
119,43,3
151,38,5
72,73,2
111,51,3
104,113,1
81,86,2
69,58,2
122,45,3
131,47,3
113,51,3
149,49,3
120,116,1
113,50,3
132,45,3
124,58,3
68,71,2
61,80,2
203,16,0
122,48,3
135,61,3
120,44,3
125,52,3
108,44,3
73,99,2
113,50,3
160,29,5
114,48,3
115,50,3
120,56,3
113,41,3
148,44,3
69,71,2
125,53,3
118,49,3
55,65,2
57,36,0
126,54,3
136,55,3
111,47,3
112,53,3
132,50,3
104,98,1
119,50,3
126,54,3
68,34,0
66,84,2
112,98,1
140,42,3
62,15,0
117,50,3
71,89,2
104,82,1
62,43,0
79,95,2
63,78,2
124,62,3
67,70,2
127,54,3
115,116,1
116,42,3
133,53,3
75,73,2
122,53,3
119,46,3
58,71,2
113,96,1
121,47,3
125,50,3
118,57,3
132,60,3
122,48,3
129,44,3
100,49,3
128,53,3
148,51,3
105,46,3
114,45,3
74,93,2
139,57,3
143,59,3
132,53,3
78,88,2
124,47,3
110,47,3
72,42,0
122,47,3
78,88,2
112,45,3
116,91,1
117,43,3
67,86,2
95,76,1
181,31,5
102,45,3
114,69,3
180,44,5
115,49,3
105,99,1
107,47,3
110,46,3
115,121,1
138,42,3
108,52,3
125,48,3
125,53,3
129,56,3
145,60,3
102,44,3
63,69,2
130,42,3
123,49,3
117,43,3
120,54,3
119,47,3
65,77,2
68,76,2
79,69,2
112,105,1
124,51,3
72,82,2
141,48,3
141,57,3
125,57,3
71,84,2
179,48,5
